jp	ko
だったら、ちょっと頼まれてくれないか？	그렇다면,부탁 좀 들어주지 않을래?
だったら、どうして雇ってるんだ？	그렇다면,왜 고용하는 거지?
だったら、シーカーの仲間になったら…	그렇다면,시커의 동료가 되면…
だったら、ローダ、かくれなくちゃ！	그렇다면,로다,숨어야지!
だったら、父ちゃんが見つけなよ！	그렇다면,아빠가 찾으라고!
だって、あれは…	왜냐면,그건…
だとしても、ここで発掘した	그렇다 해도,여기서 발굴한
だますつもりはなかったんだ…	속일 생각은 없었어…
だめ…じかに接続しないと	안 돼…직접 접속해야 해
だめか…！	안 되나…!
だれもいなくてつまんない…	아무도 없어서 심심해…
ちぇっ…軽く言ってくれるよなあ	쳇…말은 쉽게 하는군
ちぇっ、ガラクタしか残ってねえや	쳇,쓰레기밖에 안 남았잖아
ちえっ、ケチくせえ野郎だな！	칫,쩨쩨한 놈이군!
ちくしょう！	젠장!
ちっ、実験機が…装甲ブロックを閉じろ	쳇,실험기가…장갑 블록을 닫아라
ちゃんと生きて戻って来いよ	꼭 살아서 돌아와라
ちゃんと買い取ってやるよ	제대로 사줄게
ちょ、ちょっと待ってくれよ	자,잠깐 기다려줘
ちょいと！	이봐요!
ちょうど、あんたぐらいの歳の頃だった	마침,당신 정도 나이였을 때였다
ちょうどいい	마침 잘됐다
ちょうどいい、あとを追いかけようぜ！	마침 잘됐군,뒤를 쫓아가자!
ちょうど真ん中あたりを抜けて	마침 한가운데쯤을 지나서
ちょっといい感じの所だね	꽤 괜찮은 느낌인 곳
ちょっと商売しようと思って来たんだが…	잠깐 장사나 할까 하고 왔는데…
ちょっと待って	잠깐 기다려
ちょっと待ってくれ	잠깐 기다려줘
ちょっと待ってて…	잠깐만 기다리고 있어…
ちょっと待てよ、それはつまりドラゴンは	잠깐 기다려,그건 즉 드래곤은
ついて来てくれ	따라와 줘
つかの間の時は、	잠깐의 시간은,
つまり…ドラゴンの、なりそこない…	즉…드래곤이,되다 만 존재…
つまりそこまで行ければ、	즉 거기까지 갈 수 있다면,
ていこくのしごとをうけて この \nはっくつじょうについてから もう\n2しゅうかんになる。\nていこくのやつらはなにかをひっしで\nさがしている。 せきにんしゃの\nじいさんは もう20ねんちかく\nそいつを さがしているらしい。	제국의 일을 맡아서 이\n발굴장에 도착한 지도 벌써\n2주가 되었다.\n제국 녀석들은 뭔가를 필사적으로\n찾고 있다.책임자인\n영감님은 벌써 20년 가까이\n그것을 찾고 있는 듯.
てめえ、シーカーと仲がいいんだってな	네놈,시커랑 사이가 좋다면서
てめえこそ、勝手に入ってきやがって	네놈이야말로,멋대로 들어와서는
てめえと給金を分ける気はねえ	네놈이랑 급료를 나눌 생각은 없다
てめえに言っても、わかんねえだろうがな	네놈한테 말해봤자,모르겠지만 말이야
てめえに言ってもムダか…	네놈한테 말해봤자 소용없나…
てめえもそう思うだろ？	네놈도 그렇게 생각하지?
てめえら、考えが甘いぜ	네놈들,생각이 안이하다고
てめえらハンターの気が知れねえよ	네놈들 헌터 속을 모르겠어
で、うまい具合に水を抜けば…	그래서,잘만 물을 빼면…
で、こんなのと一緒に	그래서,이런 거랑 함께
で、どう進む？ これから	그래서,앞으로 어떻게 할까?
である。\n何もしないとたまっていき\n3ゲージ分まで持つことができる。	다.\n아무것도 안 하면 차서\n3게이지까지 지닐 수 있다.
でかい遣跡でも見つけたのかな	큰 유적이라도 발견한 걸까
できている	돼 있다
できるだけ赤い方向をさけ\n緑の方向にいるようにすれば\n安全に戦うことができる。	되도록 빨간 방향을\n피하고 초록 방향에\n있으면 안전하게 싸울\n수 있다.
できるはずだ	할 수 있다
でけえ声出すんじゃねえよ	큰 소리 내지 마
でけえ艦隊が近づいてるそうだが…	큰 함대가 다가오고 있다던데…
でなきゃ、伝説が残るわけないからな	아니면 전설이 남을 리 없으니까
でなきゃ、作る意味がないもんな	그렇지 않으면,만드는 의미가 없잖아
でなけりゃ、人間様に恨みがあるのさ	아니면 인간님한테 원한이 있는 거지
では、すでに塔へ？	그럼,이미 탑으로?
でも…	하지만…
でも…あれは、渓谷に行った時だったな	하지만…그건,협곡에 갔을 때였지
でも…まだ店は開いてないはずだけど	하지만…아직 가게는 안 열었을 텐데
でも、あなたこそいいの？ エッジ…	하지만 당신이야말로 괜찮아?엣지…
でも、いきなりあんなこと言われても…	하지만,갑자기 그런 말을 들어도…
でも、うまく行く見込み、あるのか？	하지만,잘될 가능성,있는 거야?
でも、おまえ、彼女の扱い方知ってるか？	하지만,너,그녀를 다루는 법 알아?
でも、この事は誰にも言うなよ	이 일은 아무한테도 말하지 마
でも、こんな貴重なものを…	하지만,이렇게 귀중한 걸…
でも、そこは…	하지만,그건…
でも、そのひとはもういないの…	하지만 그 사람은 이제 없어
でも、その闇の中で…	하지만,그 어둠 속에서…
でも、それは…	하지만,그건…
でも、どうして…？	하지만,어째서…?
でも、どうして？	하지만,어째서?
でも、なんであんな奴らがこの遣跡の奥に	하지만 왜 그런 놈들이 유적 깊이
でも、ほら、儀が持ってるよりは…	하지만 내가 가진 것보다는…
でも、まあ…今回はやめとこうかな	하지만,뭐…이번엔 그만둘까
でも、みんな神聖区の連中が独り占めさ	하지만 다들 신성구 놈들이 독차지야
でも、ローダは、あなたのこと好きよ	하지만,로다는,당신을 좋아해
でも、今はその力に頼るしかないんだよ	하지만,지금은 그 힘에 의지할 수밖에 없어
でも、今はそれだけじゃない。\nなぜか、使命感に似た気持ちがある。\nあの旧世紀のフネを、このまま放って\nおくわけにはいかない。ラギの翼が\n力を貸してくれる限り、儀はあれを\n追い続けるつもりだ。	하지만,지금은 그것만이 아니다.\n왠지,사명감과 비슷한 마음이\n있다.저 구세기의 배를,이대로\n내버려 둘 수는 없다.라기의\n날개가 힘을 빌려주는 한,나는\n저것을 계속 쫓을 생각이다.
でも、今はドラゴンがいるじゃないか！	하지만,지금은 드래곤이 있잖아!
でも、俺は完璧を目指したいのさ	하지만 난 완벽을 목표로 하고 싶어
でも、俺は普通の人間だぜ	하지만,나는 평범한 인간이라고
でも、儀にとっては同じクーリアだ。\n変種の証である不思議な青白い光も、\n災いの前兆だなんて思えない。	하지만,나에게는 같은\n쿨리아다.변종의 증거인\n신비로운 푸르스름한\n빛도,재앙의 전조라고는\n생각되지 않는다.
でも、大地を歩いたことは、なかった…	하지만,대지를 걸어본 적은,없었다…
でも、意味なんていらないんじゃないかな	의미 같은 건 필요 없지 않나
でも、持ち主は死んでた	하지만,주인은 죽어 있었다
でも、数千年の眠りから目覚めても	하지만,수천 년의 잠에서 깨어나도
でも、旅の途中でみんな死んでしまって…	하지만 여행 중에 다들 죽어서…
でも、本当は違うんだろ？	하지만,사실은 다르지?
でも、村は帝国に焼かれちゃってね	하지만 마을은 제국에 불타고 말았어
でも、森には必ず攻性生物が…	하지만 숲엔 공성생물이…
でも、生まれたのはずっと昔…	태어난 건 아주 옛날…
でも、私は、規格外のドローンだから	하지만,나는,규격외 드론이니까
でも、私はまだ…	하지만 아직…
でも、詳しいことはわからない	하지만,자세한 건 모른다
でも、身体は違う…	하지만,몸은 다르다…
でも、違ったの	하지만,달랐어
でも、霧みたいなものが邪魔するって…	하지만,안개 같은 게 방해한다고…
で確認できる。\n敵は常に中心に表示され\nドラゴンはその周りに表示される。	로 확인한다.\n적은 늘 중심에 뜨고\n드래곤은 그 둘레에 뜬다.
で間違いないか？	가 맞느냐?
とうとう…ここまで来た…	마침내…여기까지 왔다…
とうとう、旗艦艦隊が出張ってきたぜ	드디어,기함 함대가 나섰군
ところが、ある日…	그런데,어느 날…
ところが、ちと水が増えすぎてな	물이 너무 불어나서 말이지
ところで、エッジ…	그런데,엣지…
ところで、相談があるんだが…	그런데,상담할 게 있는데…
として分割して…』	로 분할해서…』
とっさに逃げ込んだ森の中には、村の\n焼け跡で見た巨大な攻性生物がいた。\nおそらく、旧世紀のフネと行動を\nともにしていたのだろう。\n徐々に、フネとの距離が縮まって\nいくのを感じる。	순간적으로 도망쳐 들어간 숲\n속에는,마을 잿더미에서 본\n거대한 공성생물이 있었다.\n아마도,구세기의 배와 행동을\n함께하고 있었던 것이리라.\n서서히,배와의 거리가 좁혀져\n가는 것을 느낀다.
とっととすませて、戻って来いよ	얼른 끝내고,돌아와
