kind	jp_off	us_off	jp	us
~1:1	024DCC	027096	シーカーの【155】	About Jubas
~1:1	024DEB	0270A2	トピタマの【155】	About the Holy District
~1:1	024E0A	0270BA	【155】をやめる	About the Seekers
~1:1	024E15	0270CC	帝国の【155】	About Tobitama
~1:1	024E1E	0270DB	る	Quit
~1:1	024E20	0270E0	ドラゴンの【155】	About the Empire
~1:1	024E3F	0270F1	ゾアの【0】の【155】	About the Dragon
~1:1	024E5E	027102	【4】【5】【3】の【155】	About the Town of Zoah
~2:1	024E7D	027119	【192】【411】の【155】 【1】【2】【3】の【155】	About the Liberal District
~1:1	024EBB	027134	シーカーの【155】	About Jubas
~1:1	024EDA	027140	【155】をやめる	About the Holy District
~2:1	024EE5	027158	帝国の【155】 る	About the Seekers
~1:1	024EF0	02716A	ドラゴンの【155】	Quit
~1:1	024F0F	02716F	ゾアの【0】の【155】	About the Empire
~1:1	024F2E	027180	【4】【5】【3】の【155】	About the Dragon
~1:1	024F4D	027191	【192】【411】の【155】	About the Town of Zoah
~1:1	024F6C	0271A8	「【280】り【177】」の【155】	About the Liberal District
~1:1	024F8B	0271C3	【383】【237】の【155】	About Jubas
~1:1	024FAA	0271CF	シーカーの【155】	About the 'Guardian Fire'
~2:1	024FC9	0271E9	ウルの【155】 トピタマの【155】	About the High Priest
~1:1	025007	0271FF	【155】をやめる	About the Seekers
~1:1	025012	027211	帝国の【155】	About Uru
~1:1	02501B	02721B	る	About Tobitama
~1:1	02501D	02722A	ドラゴンの【155】	Quit
~1:1	02503C	02722F	ゾアの【0】の【155】	About the Empire
~1:1	02505B	027240	【4】【5】【3】の【155】	About the Dragon
~1:1	02507A	027251	【192】【411】の【155】	About the Town of Zoah
~1:1	025099	027268	「【280】り【177】」の【155】	About the Liberal District
~1:1	0250B8	027283	【383】【237】の【155】	About Jubas
~1:1	0250D7	02728F	シーカーの【155】	About the 'Guardian Fire'
~2:1	0250F6	0272A9	ウルの【155】 【155】をやめる	About the High Priest
~1:1	025120	0272BF	帝国の【155】	About the Seekers
~1:1	025129	0272D1	る	About Uru
~1:1	02512B	0272DB	ドラゴンの【155】	Quit
~1:1	02514A	0272E0	ゾアの【0】の【155】	About the Empire
~1:1	025169	0272F1	【4】【5】【3】の【155】	About the Dragon
~1:1	025188	027302	【192】【411】の【155】	About the Town of Zoah
~1:1	0251A7	027319	「【280】り【177】」の【155】	About the Liberal District
~1:1	0251C6	027334	【383】【237】の【155】	About Jubas
~1:1	0251E5	027340	シーカーの【155】	About the 'Guardian Fire'
~2:1	025204	02735A	トピタマの【155】 【155】をやめる	About the High Priest
~1:1	02522E	027370	帝国の【155】	About the Seekers
~1:1	025237	027382	る	About Tobitama
~1:1	025239	027391	ドラゴンの【155】	Quit
~1:1	025258	027396	ゾアの【0】の【155】	About the Empire
~1:1	025277	0273A7	【4】【5】【3】の【155】	About the Dragon
~1:1	025296	0273B8	【192】【411】の【155】	About the Town of Zoah
~1:1	0252B5	0273CF	「【280】り【177】」の【155】	About the Liberal District
~1:1	0252D4	0273EA	【383】【237】の【155】	About Jubas
~2:1	0252F3	0273F6	シーカーの【155】 【155】をやめる	About the 'Guardian Fire'
~2:1	02531D	027410	帝国の【155】 る	About the High Priest
~1:1	025328	027426	ドラゴンの【155】	About the Seekers
~1:1	025347	027438	ゾアの【0】の【155】	Quit
~1:1	025366	02743D	【4】【5】【3】の【155】	About the Empire
~1:1	025385	02744E	【192】【411】の【155】	About the Dragon
~1:1	0253A4	02745F	「【280】り【177】」の【155】	About the Town of Zoah
~1:1	0253C3	027476	シーカーの【155】	About the Liberal District
~1:1	0253E2	027491	ウルの【155】	About Jubas
~1:1	025401	02749D	トピタマの【155】	About the 'Guardian Fire'
~1:1	025420	0274B7	【155】をやめる	About the Seekers
~1:1	02542B	0274C9	帝国の【155】	About Uru
~1:1	025434	0274D3	る	About Tobitama
~1:1	025436	0274E2	ドラゴンの【155】	Quit
~1:1	025455	0274E7	ゾアの【0】の【155】	About the Empire
~1:1	025474	0274F8	【4】【5】【3】の【155】	About the Dragon
~1:1	025493	027509	【192】【411】の【155】	About the Town of Zoah
~1:1	0254B2	027520	「【280】り【177】」の【155】	About the Liberal District
~1:1	0254D1	02753B	シーカーの【155】	About Jubas
~2:1	0254F0	027547	ウルの【155】 【155】をやめる	About the 'Guardian Fire'
~1:1	02551A	027561	帝国の【155】	About the Seekers
~1:1	025523	027573	る	About Uru
~1:1	025525	02757D	ドラゴンの【155】	Quit
~1:1	025544	027582	ゾアの【0】の【155】	About the Empire
~1:1	025563	027593	【4】【5】【3】の【155】	About the Dragon
~1:1	025582	0275A4	【192】【411】の【155】	About the Town of Zoah
~1:1	0255A1	0275BB	「【280】り【177】」の【155】	About the Liberal District
~1:1	0255C0	0275D6	シーカーの【155】	About Jubas
~1:1	0255DF	0275E2	トピタマの【155】	About the 'Guardian Fire'
~1:1	0255FE	0275FC	【155】をやめる	About the Seekers
~2:1	025609	02760E	帝国の【155】 る	About Tobitama
~1:1	025614	02761D	ドラゴンの【155】	Quit
~1:1	025633	027622	ゾアの【0】の【155】	About the Empire
~1:1	025652	027633	【4】【5】【3】の【155】	About the Dragon
~1:1	025671	027644	【192】【411】の【155】	About the Town of Zoah
~1:1	025690	02765B	「【280】り【177】」の【155】	About the Liberal District
~1:1	0256AF	027676	シーカーの【155】	About Jubas
~1:1	0256CE	027682	【155】をやめる	About the 'Guardian Fire'
~2:1	0256D9	02769C	帝国の【155】 る	About the Seekers
~1:1	0256E4	0276AE	ドラゴンの【155】	Quit
~1:1	025703	0276B3	ゾアの【0】の【155】	About the Empire
~1:1	025722	0276C4	【4】【5】【3】の【155】	About the Dragon
~1:1	025741	0276D5	【192】【411】の【155】	About the Town of Zoah
~1:1	025760	0276EC	【383】【237】の【155】	About the Liberal District
~1:1	02577F	027707	シーカーの【155】	About Jubas
~1:1	02579E	027713	ウルの【155】	About the High Priest
~1:1	0257BD	027729	トピタマの【155】	About the Seekers
~1:1	0257DC	02773B	【155】をやめる	About Uru
~1:1	0257E7	027745	帝国の【155】	About Tobitama
~1:1	0257F0	027754	る	Quit
~1:1	0257F2	027759	ドラゴンの【155】	About the Empire
~1:1	025811	02776A	ゾアの【0】の【155】	About the Dragon
~1:1	025830	02777B	【4】【5】【3】の【155】	About the Town of Zoah
~2:1	02584F	027792	【192】【411】の【155】 【383】【237】の【155】	About the Liberal District
~1:1	02588D	0277AD	シーカーの【155】	About Jubas
~1:1	0258AC	0277B9	ウルの【155】	About the High Priest
~1:1	0258CB	0277CF	【155】をやめる	About the Seekers
~1:1	0258D6	0277E1	帝国の【155】	About Uru
~1:1	0258DF	0277EB	る	Quit
~1:1	0258E1	0277F0	ドラゴンの【155】	About the Empire
~1:1	025900	027801	ゾアの【0】の【155】	About the Dragon
~1:1	02591F	027812	【4】【5】【3】の【155】	About the Town of Zoah
~2:1	02593E	027829	【192】【411】の【155】 【383】【237】の【155】	About the Liberal District
~1:1	02597C	027844	シーカーの【155】	About Jubas
~1:1	02599B	027850	トピタマの【155】	About the High Priest
~1:1	0259BA	027866	【155】をやめる	About the Seekers
~2:1	0259C5	027878	帝国の【155】 る	About Tobitama
~1:1	0259D0	027887	ドラゴンの【155】	Quit
~1:1	0259EF	02788C	ゾアの【0】の【155】	About the Empire
~1:1	025A0E	02789D	【4】【5】【3】の【155】	About the Dragon
~1:1	025A2D	0278AE	【192】【411】の【155】	About the Town of Zoah
~1:1	025A4C	0278C5	【383】【237】の【155】	About the Liberal District
~1:1	025A6B	0278E0	シーカーの【155】	About Jubas
~1:1	025A8A	0278EC	【155】をやめる	About the High Priest
~2:1	025A95	027902	帝国の【155】 る	About the Seekers
~1:1	025AA0	027914	ドラゴンの【155】	Quit
~1:1	025ABF	027919	ゾアの【0】の【155】	About the Empire
~1:1	025ADE	02792A	【4】【5】【3】の【155】	About the Dragon
~1:1	025AFD	02793B	【192】【411】の【155】	About the Town of Zoah
~1:1	025B1C	027952	シーカーの【155】	About the Liberal District
~1:1	025B3B	02796D	ウルの【155】	About Jubas
~1:1	025B5A	027979	トピタマの【155】	About the Seekers
~1:1	025B79	02798B	【155】をやめる	About Uru
~1:1	025B84	027995	帝国の【155】	About Tobitama
~1:1	025B8D	0279A4	る	Quit
~1:1	025B8F	0279A9	ドラゴンの【155】	About the Empire
~1:1	025BAE	0279BA	ゾアの【0】の【155】	About the Dragon
~1:1	025BCD	0279CB	【4】【5】【3】の【155】	About the Town of Zoah
~2:1	025BEC	0279E2	【192】【411】の【155】 シーカーの【155】	About the Liberal District
~1:1	025C2A	0279FD	ウルの【155】	About Jubas
~1:1	025C49	027A09	【155】をやめる	About the Seekers
~1:1	025C54	027A1B	帝国の【155】	About Uru
~1:1	025C5D	027A25	る	Quit
~1:1	025C5F	027A2A	ドラゴンの【155】	About the Empire
~1:1	025C7E	027A3B	ゾアの【0】の【155】	About the Dragon
~1:1	025C9D	027A4C	【4】【5】【3】の【155】	About the Town of Zoah
~1:1	025CBC	027A63	【192】【411】の【155】	About the Liberal District
~1:1	025CDB	027A7E	シーカーの【155】	About Jubas
~1:1	025CFA	027A8A	トピタマの【155】	About the Seekers
~1:1	025D19	027A9C	【155】をやめる	About Tobitama
~1:1	025D24	027AAB	帝国の【155】	Quit
~1:1	025D2D	027AB0	る	About the Empire
~1:1	025D2F	027AC1	ドラゴンの【155】	About the Dragon
~1:1	025D4E	027AD2	ゾアの【0】の【155】	About the Town of Zoah
~2:1	025D6D	027AE9	【4】【5】【3】の【155】 【192】【411】の【155】	About the Liberal District
~1:1	025DAB	027B04	シーカーの【155】	About Jubas
~1:1	025DCA	027B10	【155】をやめる	About the Seekers
~1:1	025DD5	027B22	帝国の【155】	Quit
~1:1	025DDE	027B27	る	About the Empire
~1:1	025DE0	027B38	ゾアの【0】の【155】	About the Town of Zoah
~2:1	025DFF	027B4F	【4】【5】【3】の【155】 【192】【411】の【155】	About the Liberal District
~1:1	025E3D	027B6A	【1】【2】【3】の【155】	About Jubas
~1:1	025E5C	027B76	「【280】り【177】」の【155】	About the Holy District
~1:1	025E7B	027B8E	【383】【237】の【155】	About the 'Guardian Fire'
~1:1	025E9A	027BA8	シーカーの【155】	About the High Priest
~2:1	025EB9	027BBE	ウルの【155】 トピタマの【155】	About the Seekers
~1:1	025EF7	027BD0	【155】をやめる	About Uru
~1:1	025F02	027BDA	帝国の【155】	About Tobitama
~1:1	025F0B	027BE9	る	Quit
~1:1	025F0D	027BEE	ゾアの【0】の【155】	About the Empire
~1:1	025F2C	027BFF	【4】【5】【3】の【155】	About the Town of Zoah
~1:1	025F4B	027C16	【192】【411】の【155】	About the Liberal District
~1:1	025F6A	027C31	【1】【2】【3】の【155】	About Jubas
~1:1	025F89	027C3D	「【280】り【177】」の【155】	About the Holy District
~2:1	025FA8	027C55	【383】【237】の【155】 シーカーの【155】	About the 'Guardian Fire'
~1:1	025FE6	027C6F	ウルの【155】	About the High Priest
~1:1	026005	027C85	【155】をやめる	About the Seekers
~2:1	026010	027C97	帝国の【155】 る	About Uru
~1:1	02601B	027CA1	ゾアの【0】の【155】	Quit
~1:1	02603A	027CA6	【4】【5】【3】の【155】	About the Empire
~1:1	026059	027CB7	【192】【411】の【155】	About the Town of Zoah
~1:1	026078	027CCE	【1】【2】【3】の【155】	About the Liberal District
~1:1	026097	027CE9	「【280】り【177】」の【155】	About Jubas
~1:1	0260B6	027CF5	【383】【237】の【155】	About the Holy District
~2:1	0260D5	027D0D	シーカーの【155】 トピタマの【155】	About the 'Guardian Fire'
~1:1	026113	027D27	【155】をやめる	About the High Priest
~1:1	02611E	027D3D	帝国の【155】	About the Seekers
~2:1	026127	027D4F	る ゾアの【0】の【155】	About Tobitama
~1:1	026148	027D5E	【4】【5】【3】の【155】	Quit
~1:1	026167	027D63	【192】【411】の【155】	About the Empire
~1:1	026186	027D74	【1】【2】【3】の【155】	About the Town of Zoah
~1:1	0261A5	027D8B	「【280】り【177】」の【155】	About the Liberal District
~1:1	0261C4	027DA6	【383】【237】の【155】	About Jubas
~1:1	0261E3	027DB2	シーカーの【155】	About the Holy District
~2:1	026202	027DCA	【155】をやめる 帝国の【155】	About the 'Guardian Fire'
~2:1	026216	027DE4	る ゾアの【0】の【155】	About the High Priest
~1:1	026237	027DFA	【4】【5】【3】の【155】	About the Seekers
~1:1	026256	027E0C	【192】【411】の【155】	Quit
~1:1	026275	027E11	【1】【2】【3】の【155】	About the Empire
~1:1	026294	027E22	「【280】り【177】」の【155】	About the Town of Zoah
~1:1	0262B3	027E39	シーカーの【155】	About the Liberal District
~1:1	0262D2	027E54	ウルの【155】	About Jubas
~1:1	0262F1	027E60	トピタマの【155】	About the Holy District
~2:1	026310	027E78	【155】をやめる 帝国の【155】	About the 'Guardian Fire'
~2:1	026324	027E92	る ゾアの【0】の【155】	About the Seekers
~1:1	026345	027EA4	【4】【5】【3】の【155】	About Uru
~1:1	026364	027EAE	【192】【411】の【155】	About Tobitama
~1:1	026383	027EBD	【1】【2】【3】の【155】	Quit
~1:1	0263A2	027EC2	「【280】り【177】」の【155】	About the Empire
~1:1	0263C1	027ED3	シーカーの【155】	About the Town of Zoah
~1:1	0263E0	027EEA	ウルの【155】	About the Liberal District
~1:1	0263FF	027F05	【155】をやめる	About Jubas
~1:1	02640A	027F11	帝国の【155】	About the Holy District
~2:1	026413	027F29	る ゾアの【0】の【155】	About the 'Guardian Fire'
~1:1	026434	027F43	【4】【5】【3】の【155】	About the Seekers
~1:1	026453	027F55	【192】【411】の【155】	About Uru
~1:1	026472	027F5F	【1】【2】【3】の【155】	Quit
~1:1	026491	027F64	「【280】り【177】」の【155】	About the Empire
~1:1	0264B0	027F75	シーカーの【155】	About the Town of Zoah
